조사일,조사지역명,조사지역코드,조사시장명,조사시장코드,품목명,품목코드,유통단계,유통단계 구분,유통단계,품목명,상품코드,조사가격,전날조사가격,규격,등급,
20220103,제주,3900,동문시장,223,가시계통,1,소비자가격,1,1,오이,7,11600,0,10개,상(1등급),5800
20220103,제주,3904,C-유통,223,가시계통,1,소비자가격,1,1,오이,7,17800,0,10개,상(1등급),8900
20220103,제주,3900,동문시장,246,대파,1,소비자가격,0,1,파,7,3000,0,1KG,상(1등급),3000
20220103,제주,3904,C-유통,246,대파,1,소비자가격,0,1,파,7,3100,0,1KG,상(1등급),3100
20220103,제주,3900,동문시장,226,일반,1,소비자가격,0,1,딸기,7,3000,0,100G,상(1등급),30000
20220103,제주,3904,C-유통,226,일반,1,소비자가격,0,1,딸기,7,2580,0,100G,상(1등급),25800
20220103,제주,3900,동문시장,241,화건,1,소비자가격,0,1,건고추,7,18300,0,600G,상(1등급),30500
20220103,제주,3900,동문시장,241,양건,1,소비자가격,2,1,건고추,7,18000,0,600G,상(1등급),30000
20220103,제주,3900,동문시장,319,일반,1,소비자가격,0,2,아몬드,7,1430,0,100G,중(2등급),14300
20220103,제주,3904,C-유통,319,일반,1,소비자가격,0,2,아몬드,7,1760,0,100G,중(2등급),17600
20220103,제주,3900,동문시장,411,후지,1,소비자가격,5,1,사과,7,30000,0,10개,상(1등급),15000
20220103,제주,3904,C-유통,411,후지,1,소비자가격,5,1,사과,7,17450,0,10개,상(1등급),8725
20220103,제주,3900,동문시장,638,일반,1,소비자가격,0,2,건멸치,7,1280,0,100G,중(2등급),12800
20220103,제주,3904,C-유통,638,일반,1,소비자가격,0,2,건멸치,7,2990,0,100G,중(2등급),29900
20220103,제주,3900,동문시장,247,국산,1,소비자가격,0,1,생강,7,8000,0,1KG,상(1등급),8000
20220103,제주,3904,C-유통,247,국산,1,소비자가격,0,1,생강,7,6960,0,1KG,상(1등급),6960
20220103,제주,3900,동문시장,242,일반고추,1,소비자가격,0,1,풋고추,7,700,0,100G,상(1등급),7000
20220103,제주,3904,C-유통,242,일반고추,1,소비자가격,0,1,풋고추,7,1050,0,100G,상(1등급),10500
20220103,제주,3900,동문시장,242,꽈리고추,1,소비자가격,2,1,풋고추,7,730,0,100G,상(1등급),7300
20220103,제주,3904,C-유통,242,꽈리고추,1,소비자가격,2,1,풋고추,7,1650,0,100G,상(1등급),16500
20220103,제주,3900,동문시장,418,수입,1,소비자가격,2,1,바나나,7,300,0,100G,상(1등급),3000
20220103,제주,3904,C-유통,418,수입,1,소비자가격,2,1,바나나,7,280,0,100G,상(1등급),2800
20220103,제주,3900,동문시장,255,청피망,1,소비자가격,0,1,피망,7,800,0,100G,상(1등급),8000
20220103,제주,3904,C-유통,255,청피망,1,소비자가격,0,1,피망,7,1390,0,100G,상(1등급),13900
20220103,제주,3900,동문시장,312,국산백색,1,소비자가격,1,1,참깨,7,16200,0,500G,상(1등급),32400
20220103,제주,3900,동문시장,312,중국참깨,1,소비자가격,2,2,참깨,7,4230,0,500G,중(2등급),8460
20220103,제주,3904,C-유통,419,수입,1,소비자가격,2,1,참다래,7,6650,0,10개,상(1등급),6650
